Ticker,Fiscal_Year,Period_End_Date,Revenue_Millions_USD,Cost_Of_Revenue_Millions_USD,Gross_Profit_Millions_USD,Net_Income_Millions_USD,Diluted_Shares_Millions,Diluted_EPS_USD,Operating_Cash_Flow_Millions_USD,CapEx_Millions_USD,Free_Cash_Flow_Millions_USD,Total_Cash_Millions_USD,Total_Current_Assets_Millions_USD,Total_Current_Liabilities_Millions_USD,Working_Capital_Millions_USD,Total_Debt_Millions_USD,Total_Assets_Millions_USD,Total_Liabilities_Millions_USD,Total_Equity_Millions_USD,Goodwill_And_Intangibles_Millions_USD,Data_Source
ENPH,2024,2024-12-31,1330.383,701.245,629.138,102.658,140.004,0.733,513.693,33.604,480.089,369.11,2327.084,660.091,1666.993,1302.38,3249.676,2416.66,833.016,253.969,SEC EDGAR
ENPH,2023,2023-12-31,2290.786,1232.398,1058.388,438.936,143.29,3.063,696.78,110.401,586.379,288.748,2443.518,532.449,1911.069,1293.738,3383.012,2399.388,983.624,283.098,SEC EDGAR
ENPH,2022,2022-12-31,2330.853,1356.258,974.595,397.362,144.39,2.752,744.817,46.443,698.374,473.244,2264.271,638.219,1626.052,1290.357,3084.28,2258.707,825.573,313.1,SEC EDGAR
ENPH,2021,2021-12-31,1382.049,827.627,554.422,145.449,142.878,1.018,352.028,52.258,299.77,119.316,1462.461,439.796,1022.665,1037.646,2079.256,1649.088,430.168,279.012,SEC EDGAR
ENPH,2020,2020-12-31,774.425,428.444,345.981,133.995,141.918,0.944,216.334,20.558,195.776,679.379,933.064,534.043,399.021,330.865,1200.102,716.109,483.993,53.591,SEC EDGAR
ENPH,2019,2019-12-31,624.333,403.088,221.245,161.148,131.644,1.224,139.067,14.788,124.279,251.409,499.657,199.311,300.346,105.543,713.223,441.011,272.212,55.362,SEC EDGAR
ENPH,2018,2018-12-31,316.159,221.714,94.445,-11.627,99.619,-0.117,16.132,4.151,11.981,106.237,222.302,147.161,75.141,109.783,339.937,332.161,7.776,60.089,SEC EDGAR
ENPH,2017,2017-12-31,286.166,230.123,56.043,-45.192,82.939,-0.545,-28.442,4.121,-32.563,29.144,130.446,91.741,38.705,49.751,169.147,178.273,-9.126,4.179,SEC EDGAR
ENPH,2016,2016-12-31,322.591,264.583,58.008,-67.462,0.0,0.0,-32.953,12.167,-45.12,17.764,117.864,82.772,35.092,23.8,163.576,162.276,1.3,4.609,SEC EDGAR
ENPH,2015,2015-12-31,357.249,249.032,108.217,-22.082,0.0,0.0,-21.16,12.525,-33.685,28.452,121.768,72.848,48.92,0.0,165.528,124.079,41.449,5.965,SEC EDGAR
ENPH,2014,2014-12-31,343.904,230.861,113.043,-8.052,0.0,0.0,24.222,13.249,10.973,42.032,114.896,58.706,56.19,0.0,152.192,105.24,46.952,5.556,SEC EDGAR
ENPH,2013,2013-12-31,232.846,165.43,67.416,-25.913,0.0,0.0,-0.872,6.257,-7.129,38.19,90.509,33.365,57.144,8.677,116.669,76.463,40.206,0.286,SEC EDGAR
ENPH,2012,2012-12-31,216.678,161.39,55.288,-38.218,0.0,0.0,-44.645,12.99,-57.635,45.294,94.998,33.855,61.143,11.061,122.291,65.636,56.655,0.0,SEC EDGAR
ENPH,2011,2011-12-31,149.523,120.454,29.069,-32.29,0.0,0.0,-0.367,14.662,-15.029,51.524,81.787,52.37,29.417,5.619,106.242,92.268,13.974,0.0,SEC EDGAR
ENPH,2010,2010-12-31,61.661,55.159,6.502,-21.777,0.0,0.0,-17.852,3.262,-21.114,39.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
FLNC,2025,2025-09-30,2262.83,1967.045,295.785,-48.314,130.307,-0.371,-145.538,14.884,-160.422,690.768,2064.256,1370.369,693.887,0.0,2357.0,1808.152,548.848,91.987,SEC EDGAR
FLNC,2024,2024-09-30,2698.562,2357.482,341.08,22.716,184.035,0.123,79.685,8.115,71.57,448.685,1680.443,1258.835,421.608,30.36,1902.188,1295.049,607.139,87.484,SEC EDGAR
FLNC,2023,2023-09-30,2217.978,2077.023,140.955,-69.62,116.449,-0.598,-111.927,2.989,-114.916,345.896,1194.96,745.663,449.297,50.563,1352.149,795.819,556.33,81.772,SEC EDGAR
FLNC,2022,2022-09-30,1198.603,1260.957,-62.354,-104.485,69.714,-1.499,-282.385,7.934,-290.319,467.651,1601.533,1109.463,492.07,0.0,1745.654,1116.446,629.208,76.547,SEC EDGAR
FLNC,2021,2021-09-30,680.766,749.91,-69.144,-162.003,0.0,0.0,-265.269,4.292,-269.561,36.829,661.515,771.493,-109.978,0.0,717.675,773.874,-56.199,45.233,SEC EDGAR
FLNC,2020,2020-09-30,561.323,553.4,7.923,-46.71,0.0,0.0,-14.016,1.78,-15.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.731,SEC EDGAR
GEV,2025,2025-12-31,38068.0,30533.0,7535.0,4884.0,276.0,17.696,4987.0,1277.0,3710.0,0.0,40216.0,40972.0,-756.0,87.0,63016.0,50720.0,12296.0,5166.0,SEC EDGAR
GEV,2024,2024-12-31,34935.0,28850.0,6085.0,1552.0,278.0,5.583,2583.0,883.0,1700.0,0.0,34153.0,31685.0,2468.0,60.0,51485.0,40892.0,10593.0,5076.0,SEC EDGAR
GEV,2023,2023-12-31,33239.0,28421.0,4818.0,-438.0,274.0,-1.599,1186.0,744.0,442.0,0.0,27428.0,29306.0,-1878.0,145.0,46121.0,37741.0,8380.0,5479.0,SEC EDGAR
GEV,2022,2022-12-31,29654.0,26196.0,3458.0,-2736.0,274.0,-9.985,-114.0,513.0,-627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4164.0,SEC EDGAR
GLW,2025,2025-12-31,15629.0,10008.0,5621.0,1596.0,871.0,1.832,2695.0,0.0,2695.0,1526.0,8936.0,5628.0,3308.0,795.0,30976.0,18669.0,12307.0,3146.0,SEC EDGAR
GLW,2024,2024-12-31,13118.0,8842.0,4276.0,506.0,869.0,0.582,1939.0,0.0,1939.0,1768.0,7992.0,4919.0,3073.0,326.0,27735.0,16665.0,11070.0,3115.0,SEC EDGAR
GLW,2023,2023-12-31,12588.0,8657.0,3931.0,581.0,859.0,0.676,2005.0,0.0,2005.0,1779.0,7212.0,4319.0,2893.0,320.0,28500.0,16632.0,11868.0,3285.0,SEC EDGAR
GLW,2022,2022-12-31,14189.0,9683.0,4506.0,1316.0,857.0,1.536,2615.0,0.0,2615.0,0.0,7453.0,5175.0,2278.0,224.0,29499.0,17224.0,12275.0,3423.0,SEC EDGAR
GLW,2021,2021-12-31,14082.0,9019.0,5063.0,1906.0,844.0,2.258,3412.0,0.0,3412.0,0.0,7659.0,4806.0,2853.0,55.0,30154.0,17609.0,12545.0,3569.0,SEC EDGAR
GLW,2020,2020-12-31,11303.0,7772.0,3531.0,512.0,772.0,0.663,2180.0,0.0,2180.0,0.0,8004.0,3767.0,4237.0,156.0,30775.0,17327.0,13448.0,3768.0,SEC EDGAR
GLW,2019,2019-12-31,11503.0,7468.0,4035.0,960.0,899.0,1.068,2031.0,0.0,2031.0,0.0,7463.0,3521.0,3942.0,11.0,28898.0,15901.0,12997.0,3120.0,SEC EDGAR
GLW,2018,2018-12-31,11290.0,6829.0,4461.0,1066.0,941.0,1.133,2919.0,0.0,2919.0,2355.0,7034.0,3311.0,3723.0,4.0,27505.0,13619.0,13886.0,3228.0,SEC EDGAR
GLW,2017,2017-12-31,10116.0,6096.0,4020.0,-497.0,895.0,-0.555,2004.0,0.0,2004.0,4317.0,8827.0,3209.0,5618.0,379.0,27494.0,11724.0,15770.0,2563.0,SEC EDGAR
GLW,2016,2016-12-31,9390.0,5627.0,3763.0,3695.0,1144.0,3.23,2537.0,0.0,2537.0,5291.0,9048.0,2751.0,6297.0,256.0,27899.0,9939.0,17960.0,2373.0,SEC EDGAR
HOOD,2025,2025-12-31,4473.0,0.0,4473.0,1883.0,918.782,2.049,1638.0,0.0,1638.0,4261.0,36305.0,28771.0,7534.0,0.0,38137.0,28986.0,9151.0,553.0,SEC EDGAR
HOOD,2024,2024-12-31,2951.0,0.0,2951.0,1411.0,906.172,1.557,-157.0,0.0,-157.0,4332.0,25103.0,18104.0,6999.0,0.0,26187.0,18215.0,7972.0,217.0,SEC EDGAR
HOOD,2023,2023-12-31,1865.0,0.0,1865.0,-541.0,890.858,-0.607,1181.0,0.0,1181.0,4835.0,31790.0,25545.0,6245.0,0.0,32332.0,25636.0,6696.0,223.0,SEC EDGAR
HOOD,2022,2022-12-31,1358.0,0.0,1358.0,-1028.0,878.63,-1.17,-852.0,28.0,-880.0,6339.0,22917.0,16253.0,6664.0,0.0,23337.0,16381.0,6956.0,125.0,SEC EDGAR
HOOD,2021,2021-12-31,1815.0,0.0,1815.0,-3687.0,492.381,-7.488,-885.0,63.0,-948.0,6253.477,19283.542,12347.342,6936.2,0.0,19769.179,12476.087,7293.092,134.628,SEC EDGAR
HOOD,2020,2020-12-31,958.0,0.0,958.0,7.0,244.997,0.029,1876.0,24.0,1852.0,1402.629,10872.584,8816.045,2056.539,0.0,10988.474,8864.057,2124.417,0.185,SEC EDGAR
HOOD,2019,2019-12-31,277.533,0.0,277.533,-106.569,221.665,-0.481,1260.085,7.255,1252.83,644.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
IBM,2025,2025-12-31,67535.0,28239.0,39296.0,10593.0,948.675,11.166,13193.0,1091.0,12102.0,13587.0,36944.0,38658.0,-1714.0,67684.0,151880.0,119139.0,32741.0,67717.0,SEC EDGAR
IBM,2024,2024-12-31,62753.0,27201.0,35552.0,6023.0,937.161,6.427,13445.0,1048.0,12397.0,13947.0,34482.0,33142.0,1340.0,60032.0,137175.0,109783.0,27392.0,60706.0,SEC EDGAR
IBM,2023,2023-12-31,61860.0,27560.0,34300.0,7502.0,922.074,8.136,13931.0,1245.0,12686.0,13068.0,32908.0,34122.0,-1214.0,62972.0,135241.0,112628.0,22613.0,60178.0,SEC EDGAR
IBM,2022,2022-12-31,60530.0,27842.0,32688.0,1639.0,912.269,1.797,10435.0,1346.0,9089.0,7886.0,29118.0,31505.0,-2387.0,55700.0,127243.0,105222.0,22021.0,55949.0,SEC EDGAR
IBM,2021,2021-12-31,57350.0,25865.0,31485.0,5743.0,904.641,6.348,12796.0,2062.0,10734.0,6650.0,29539.0,33619.0,-4080.0,58468.0,132001.0,113005.0,18996.0,55643.0,SEC EDGAR
IBM,2020,2020-12-31,55179.0,24314.0,30865.0,5590.0,896.564,6.235,18197.0,2618.0,15579.0,13212.0,39165.0,39869.0,-704.0,68591.0,155971.0,135244.0,20727.0,59617.0,SEC EDGAR
IBM,2019,2019-12-31,57714.0,26181.0,31533.0,9431.0,892.813,10.563,14770.0,2286.0,12484.0,8172.0,38420.0,37701.0,719.0,70421.0,152186.0,131202.0,20984.0,58222.0,SEC EDGAR
IBM,2018,2018-12-31,79591.0,42655.0,36936.0,8728.0,916.316,9.525,15247.0,3395.0,11852.0,11379.0,49146.0,38227.0,10919.0,52863.0,123382.0,106452.0,16930.0,36265.0,SEC EDGAR
IBM,2017,2017-12-31,79139.0,42196.0,36943.0,5753.0,937.386,6.137,16724.0,3229.0,13495.0,11972.0,49735.0,37363.0,12372.0,45051.0,125356.0,107631.0,17725.0,36788.0,SEC EDGAR
IBM,2016,2016-12-31,79919.0,41403.0,38516.0,11872.0,958.714,12.383,17084.0,3567.0,13517.0,7826.0,43888.0,36275.0,7613.0,40894.0,117470.0,99078.0,18392.0,36199.0,SEC EDGAR
IBM,2015,2015-12-31,81741.0,41057.0,40684.0,13190.0,982.7,13.422,17255.0,3579.0,13676.0,7686.0,42504.0,34269.0,8235.0,38699.0,110495.0,96071.0,14424.0,35508.0,SEC EDGAR
IBM,2014,2014-12-31,92793.0,46386.0,46407.0,12022.0,1010.0,11.903,16868.0,3740.0,13128.0,8476.0,49422.0,39600.0,9822.0,39674.0,117532.0,105518.0,12014.0,33660.0,SEC EDGAR
IBM,2013,2013-12-31,98367.0,49683.0,48684.0,16483.0,1103.042,14.943,0.0,3623.0,-3623.0,10716.0,51350.0,40154.0,11196.0,36710.0,126223.0,103294.0,22929.0,35055.0,SEC EDGAR
IBM,2012,2012-12-31,102874.0,52513.0,50361.0,16604.0,1155.449,14.37,0.0,4082.0,-4082.0,10412.0,49433.0,43625.0,5808.0,29681.0,119213.0,100229.0,18984.0,33034.0,SEC EDGAR
IBM,2011,2011-12-31,106916.0,56778.0,50138.0,15855.0,1213.768,13.063,0.0,4108.0,-4108.0,11922.0,50928.0,42123.0,8805.0,27163.0,116433.0,96197.0,20236.0,29605.0,SEC EDGAR
IBM,2010,2010-12-31,99870.0,53857.0,46013.0,14833.0,1287.355,11.522,19549.0,4185.0,15364.0,10661.0,48116.0,40562.0,7554.0,25863.0,113452.0,90279.0,23173.0,28624.0,SEC EDGAR
IBM,2009,2009-12-31,95758.0,51973.0,43785.0,13425.0,1341.353,10.009,20773.0,3447.0,17326.0,12183.0,48935.0,36002.0,12933.0,2222.0,109022.0,86267.0,22755.0,22703.0,SEC EDGAR
IBM,2008,2008-12-31,103630.0,57969.0,45661.0,12334.0,1387.797,8.887,18812.0,4171.0,14641.0,12741.0,49004.0,42435.0,6569.0,0.0,109524.0,95939.0,13585.0,21104.0,SEC EDGAR
IBM,2007,2007-12-31,98786.0,57057.0,41729.0,10418.0,1456.881,7.151,0.0,4630.0,-4630.0,14991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
INTC,2025,2025-12-27,52853.0,34478.0,18375.0,-267.0,4530.0,-0.059,9697.0,14646.0,-4949.0,14265.0,63688.0,31575.0,32113.0,46585.0,211429.0,0.0,211429.0,26684.0,SEC EDGAR
INTC,2024,2024-12-28,53101.0,35756.0,17345.0,-18756.0,4280.0,-4.382,8288.0,23944.0,-15656.0,8249.0,47324.0,35666.0,11658.0,50011.0,196485.0,0.0,196485.0,28384.0,SEC EDGAR
INTC,2023,2023-12-30,54228.0,32517.0,21711.0,1689.0,4212.0,0.401,11471.0,25750.0,-14279.0,0.0,43269.0,28053.0,15216.0,49266.0,191572.0,0.0,191572.0,32180.0,SEC EDGAR
INTC,2022,2022-12-31,63054.0,36188.0,26866.0,8014.0,4123.0,1.944,15433.0,24844.0,-9411.0,0.0,50407.0,32155.0,18252.0,38107.0,182103.0,0.0,182103.0,33609.0,SEC EDGAR
INTC,2021,2021-12-25,79024.0,35209.0,43815.0,19868.0,4090.0,4.858,29456.0,18733.0,10723.0,0.0,57718.0,27462.0,30256.0,38101.0,168406.0,0.0,168406.0,34233.0,SEC EDGAR
INTC,2020,2020-12-26,77867.0,34255.0,43612.0,20899.0,4232.0,4.938,35864.0,14259.0,21605.0,5865.0,47249.0,24754.0,22495.0,36401.0,153091.0,0.0,153091.0,35997.0,SEC EDGAR
INTC,2019,2019-12-28,71965.0,29825.0,42140.0,21048.0,4473.0,4.706,33145.0,16213.0,16932.0,4194.0,31239.0,22310.0,8929.0,29003.0,136524.0,0.0,136524.0,37103.0,SEC EDGAR
INTC,2018,2018-12-29,70848.0,27111.0,43737.0,21053.0,4701.0,4.478,29432.0,15181.0,14251.0,3019.0,28787.0,16626.0,12161.0,25859.0,127963.0,0.0,127963.0,36349.0,SEC EDGAR
INTC,2017,2017-12-30,62761.0,23663.0,39098.0,9601.0,4835.0,1.986,22110.0,11778.0,10332.0,3433.0,29500.0,17421.0,12079.0,26776.0,123249.0,0.0,123249.0,37134.0,SEC EDGAR
INTC,2016,2016-12-31,59387.0,23154.0,36233.0,10316.0,4875.0,2.116,0.0,9625.0,-9625.0,5560.0,35508.0,20302.0,15206.0,29901.0,113327.0,0.0,113327.0,23593.0,SEC EDGAR
INTC,2015,2015-12-26,55355.0,20676.0,34679.0,11420.0,4894.0,2.333,0.0,7326.0,-7326.0,15308.0,40356.0,15667.0,24689.0,22638.0,103065.0,0.0,103065.0,15265.0,SEC EDGAR
INTC,2014,2014-12-27,55870.0,20261.0,35609.0,11704.0,5056.0,2.315,0.0,10105.0,-10105.0,2561.0,27730.0,16019.0,11711.0,13195.0,91956.0,0.0,91956.0,15307.0,SEC EDGAR
INTC,2013,2013-12-28,52708.0,21187.0,31521.0,9620.0,5097.0,1.887,0.0,10711.0,-10711.0,5674.0,32084.0,13568.0,18516.0,13165.0,92358.0,0.0,92358.0,15663.0,SEC EDGAR
INTC,2012,2012-12-29,53341.0,20190.0,33151.0,11005.0,5160.0,2.133,18884.0,11027.0,7857.0,8478.0,31358.0,12898.0,18460.0,13136.0,84351.0,0.0,84351.0,15945.0,SEC EDGAR
INTC,2011,2011-12-31,53999.0,20242.0,33757.0,12942.0,5411.0,2.392,20963.0,10764.0,10199.0,5065.0,25872.0,12028.0,13844.0,7084.0,71119.0,0.0,71119.0,15521.0,SEC EDGAR
INTC,2010,2010-12-25,43623.0,15132.0,28491.0,11464.0,5696.0,2.013,16692.0,5207.0,11485.0,5498.0,31611.0,9327.0,22284.0,2077.0,63186.0,0.0,63186.0,5391.0,SEC EDGAR
INTC,2009,2009-12-26,35127.0,15566.0,19561.0,4369.0,5645.0,0.774,11170.0,4515.0,6655.0,3987.0,21157.0,7591.0,13566.0,2206.0,53095.0,0.0,53095.0,4421.0,SEC EDGAR
INTC,2008,2008-12-27,37586.0,16742.0,20844.0,5292.0,5748.0,0.921,10926.0,5197.0,5729.0,3350.0,19871.0,7818.0,12053.0,1185.0,50472.0,0.0,50472.0,3932.0,SEC EDGAR
INTC,2007,2007-12-29,38334.0,18430.0,19904.0,6976.0,5936.0,1.175,12625.0,5000.0,7625.0,7307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
KLIC,2025,2025-10-04,654.081,376.16,277.921,0.213,53.193,0.004,113.565,17.203,96.362,510.708,901.535,188.171,713.364,0.0,1104.342,282.851,821.491,75.122,SEC EDGAR
KLIC,2024,2024-09-28,706.232,437.478,268.754,-69.006,55.613,-1.241,31.037,16.148,14.889,577.147,994.953,183.794,811.159,0.0,1240.162,296.153,944.009,114.987,SEC EDGAR
KLIC,2023,2023-09-30,742.491,383.836,358.655,57.148,57.548,0.993,173.404,44.406,128.998,759.402,1189.058,181.551,1007.507,0.0,1499.777,325.216,1174.561,118.03,SEC EDGAR
KLIC,2022,2022-10-01,1503.62,755.3,748.32,433.545,61.182,7.086,390.188,22.985,367.203,775.537,1332.046,248.681,1083.365,0.0,1588.599,393.949,1194.65,100.035,SEC EDGAR
KLIC,2021,2021-10-02,1517.664,820.678,696.986,367.161,63.515,5.781,300.032,22.775,277.257,739.788,1351.89,351.875,1000.015,0.0,1601.631,506.394,1095.237,115.701,SEC EDGAR
KLIC,2020,2020-10-03,623.176,325.201,297.975,52.3,63.359,0.825,94.412,11.719,82.693,530.127,860.196,157.893,702.303,0.0,1054.566,296.572,757.994,94.667,SEC EDGAR
KLIC,2019,2019-09-28,540.052,285.462,254.59,11.653,65.948,0.177,65.967,11.742,54.225,593.184,893.751,174.642,719.109,0.0,1079.616,310.553,769.063,98.342,SEC EDGAR
KLIC,2018,2018-09-29,889.121,479.68,409.441,56.676,70.419,0.805,123.499,20.496,103.003,613.63,987.273,174.076,813.197,0.0,1185.74,305.533,880.207,109.421,SEC EDGAR
KLIC,2017,2017-09-30,809.041,426.947,382.094,126.099,72.063,1.75,136.31,25.59,110.72,608.41,953.382,200.448,752.934,0.0,1171.107,258.171,912.936,118.634,SEC EDGAR
KLIC,2016,2016-10-01,627.192,346.156,281.036,48.455,70.841,0.684,68.407,6.218,62.189,671.907,780.942,118.597,662.345,0.0,982.444,175.926,806.518,132.082,SEC EDGAR
KLIC,2015,2015-10-03,536.471,284.524,251.947,51.912,75.659,0.686,87.875,10.269,77.606,498.614,707.369,73.934,633.435,0.0,904.466,132.575,771.891,138.743,SEC EDGAR
KLIC,2014,2014-09-27,568.569,295.015,273.554,62.988,77.292,0.815,82.46,10.138,72.322,597.086,837.691,81.351,756.34,0.0,944.448,155.206,789.242,47.437,SEC EDGAR
KLIC,2013,2013-09-28,534.938,287.993,246.945,59.358,76.19,0.779,94.824,17.172,77.652,525.04,754.388,77.402,676.986,0.0,862.994,146.329,716.665,52.755,SEC EDGAR
KLIC,2012,2012-09-29,791.023,423.633,367.39,160.58,75.502,2.127,182.471,6.902,175.569,440.244,713.316,123.369,589.947,0.0,815.609,171.942,643.667,61.933,SEC EDGAR
KLIC,2011,2011-10-01,830.401,442.492,387.909,127.61,73.341,1.74,200.396,7.688,192.708,384.552,619.841,214.182,405.659,0.0,728.391,258.514,469.877,71.111,SEC EDGAR
KLIC,2010,2010-10-02,762.784,427.111,335.673,142.142,73.548,1.933,85.799,6.271,79.528,181.097,472.69,125.13,347.56,98.475,580.169,257.689,322.48,65.809,SEC EDGAR
KLIC,2009,2009-10-03,225.24,136.397,88.843,-41.601,62.188,-0.669,-53.522,5.263,-58.785,144.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
META,2025,2025-12-31,200966.0,36175.0,164791.0,60458.0,2574.0,23.488,115800.0,69691.0,46109.0,35873.0,108722.0,41836.0,66886.0,58744.0,366021.0,148778.0,217243.0,28226.0,SEC EDGAR
META,2024,2024-12-31,164501.0,30161.0,134340.0,62360.0,2614.0,23.856,91328.0,37256.0,54072.0,43889.0,100045.0,33596.0,66449.0,28826.0,276054.0,93417.0,182637.0,21569.0,SEC EDGAR
META,2023,2023-12-31,134902.0,25959.0,108943.0,39098.0,2629.0,14.872,71113.0,27045.0,44068.0,41862.0,85365.0,31960.0,53405.0,18385.0,229623.0,76455.0,153168.0,21442.0,SEC EDGAR
META,2022,2022-12-31,116609.0,25249.0,91360.0,23200.0,2702.0,8.586,50475.0,31186.0,19289.0,14681.0,59549.0,27026.0,32523.0,9923.0,185727.0,60014.0,125713.0,21203.0,SEC EDGAR
META,2021,2021-12-31,117929.0,22649.0,95280.0,39370.0,2859.0,13.771,57683.0,18690.0,38993.0,16601.0,66666.0,21135.0,45531.0,0.0,165987.0,41108.0,124879.0,19831.0,SEC EDGAR
META,2020,2020-12-31,85965.0,16692.0,69273.0,29146.0,2888.0,10.092,38747.0,15163.0,23584.0,17576.0,75670.0,14981.0,60689.0,0.0,159316.0,31026.0,128290.0,19673.0,SEC EDGAR
META,2019,2019-12-31,70697.0,12770.0,57927.0,18485.0,2876.0,6.427,36314.0,15102.0,21212.0,19079.0,66225.0,15053.0,51172.0,0.0,133376.0,32322.0,101054.0,19609.0,SEC EDGAR
META,2018,2018-12-31,55838.0,9355.0,46483.0,22112.0,2921.0,7.57,29274.0,13915.0,15359.0,10019.0,50480.0,7017.0,43463.0,0.0,97334.0,13207.0,84127.0,19595.0,SEC EDGAR
META,2017,2017-12-31,40653.0,5454.0,35199.0,15934.0,2956.0,5.39,24216.0,6733.0,17483.0,8079.0,48563.0,3760.0,44803.0,0.0,84524.0,10177.0,74347.0,20105.0,SEC EDGAR
META,2016,2016-12-31,27638.0,3789.0,23849.0,10217.0,2925.0,3.493,16108.0,4491.0,11617.0,8903.0,34401.0,2875.0,31526.0,0.0,64961.0,5767.0,59194.0,20657.0,SEC EDGAR
META,2015,2015-12-31,17928.0,2867.0,15061.0,3688.0,2853.0,1.293,10320.0,2523.0,7797.0,4907.0,21652.0,1925.0,19727.0,0.0,49407.0,5189.0,44218.0,21272.0,SEC EDGAR
META,2014,2014-12-31,12466.0,2153.0,10313.0,2940.0,2664.0,1.104,7326.0,1831.0,5495.0,4315.0,13670.0,1424.0,12246.0,0.0,40184.0,4088.0,36096.0,21910.0,SEC EDGAR
META,2013,2013-12-31,7872.0,1875.0,5997.0,1500.0,2517.0,0.596,4222.0,1362.0,2860.0,3323.0,13070.0,1100.0,11970.0,0.0,17895.0,2425.0,15470.0,1722.0,SEC EDGAR
META,2012,2012-12-31,5089.0,1364.0,3725.0,53.0,2166.0,0.024,1612.0,1235.0,377.0,2384.0,11267.0,1052.0,10215.0,1500.0,15103.0,3348.0,11755.0,587.0,SEC EDGAR
META,2011,2011-12-31,3711.0,860.0,2851.0,1000.0,1508.0,0.663,1549.0,606.0,943.0,1512.0,4604.0,899.0,3705.0,0.0,6331.0,1432.0,4899.0,82.0,SEC EDGAR
META,2010,2010-12-31,1974.0,493.0,1481.0,606.0,1414.0,0.429,698.0,293.0,405.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,SEC EDGAR
MKSI,2025,2025-12-31,3931.0,0.0,3931.0,295.0,67.7,4.357,645.0,148.0,497.0,418.0,2510.0,927.0,1583.0,51.0,8796.0,6077.0,2719.0,2574.0,SEC EDGAR
MKSI,2024,2024-12-31,3586.0,0.0,3586.0,190.0,67.6,2.811,528.0,118.0,410.0,420.0,2474.0,775.0,1699.0,50.0,8590.0,6268.0,2322.0,2479.0,SEC EDGAR
MKSI,2023,2023-12-31,3622.0,0.0,3622.0,-1841.0,66.8,-27.56,319.0,87.0,232.0,507.0,2696.0,848.0,1848.0,5046.0,9118.0,6646.0,2472.0,2554.0,SEC EDGAR
MKSI,2022,2022-12-31,3547.0,2000.0,1547.0,333.0,59.9,5.559,529.0,164.0,365.0,1.0,2794.0,952.0,1842.0,5215.0,11495.0,7012.0,4483.0,4308.0,SEC EDGAR
MKSI,2021,2021-12-31,2950.0,1570.0,1380.0,551.0,55.7,9.892,640.0,87.0,553.0,76.4,2147.3,460.8,1686.5,834.0,4540.3,1653.7,2886.6,1228.2,SEC EDGAR
MKSI,2020,2020-12-31,2330.0,1281.0,1049.0,350.0,55.3,6.329,513.0,85.0,428.0,227.7,1804.4,373.9,1430.5,14.5,3903.8,1542.9,2360.9,1066.4,SEC EDGAR
MKSI,2019,2019-12-31,1899.8,1069.4,830.4,140.4,55.1,2.548,244.5,63.9,180.6,109.417,1433.547,317.681,1115.866,12.099,3416.32,1392.976,2023.344,1058.454,SEC EDGAR
MKSI,2018,2018-12-31,2075.1,1095.6,979.5,392.9,55.0,7.144,413.8,62.9,350.9,718.171,1464.104,263.285,1200.819,3.986,2614.246,741.059,1873.187,586.996,SEC EDGAR
MKSI,2017,2017-12-31,1915.977,1024.526,891.451,339.132,55.074,6.158,355.222,31.287,323.935,543.202,1236.253,289.822,946.431,2.972,2414.018,825.111,1588.907,591.047,SEC EDGAR
MKSI,2016,2016-12-31,1295.342,729.723,565.619,104.809,54.051,1.939,180.098,19.123,160.975,418.086,998.769,237.3,761.469,10.993,2212.242,970.45,1241.792,588.585,SEC EDGAR
MKSI,2015,2015-12-31,813.524,450.652,362.872,122.297,53.56,2.283,0.0,12.414,-12.414,658.237,939.511,90.984,848.527,0.0,1273.347,112.466,1160.881,199.703,SEC EDGAR
MKSI,2014,2014-12-31,780.869,443.103,337.766,115.778,53.515,2.163,0.0,13.183,-13.183,435.031,738.091,103.627,634.464,0.0,1224.044,0.0,1224.044,192.381,SEC EDGAR
MKSI,2013,2013-12-31,669.42,402.846,266.574,35.776,53.481,0.669,76.087,12.41,63.677,589.617,879.231,128.422,750.809,0.0,1213.018,0.0,1213.018,150.909,SEC EDGAR
MKSI,2012,2012-12-31,643.508,374.029,269.479,48.029,53.234,0.902,137.167,17.705,119.462,615.241,868.182,79.311,788.871,0.0,1134.842,0.0,1134.842,150.733,SEC EDGAR
MKSI,2011,2011-12-31,822.517,447.529,374.988,129.731,52.847,2.455,156.036,15.567,140.469,565.519,884.901,96.431,788.47,1.932,1118.654,0.0,1118.654,140.084,SEC EDGAR
MKSI,2010,2010-12-31,853.114,474.476,378.638,142.587,50.927,2.8,163.47,15.819,147.651,431.933,752.895,109.686,643.209,0.0,982.413,0.0,982.413,140.02,SEC EDGAR
